region,crop_type,xland_base,xwater_base,revenue_base,xlandsc,xwatersc,revenuesc,shortage
Tehama,Orchards,73355.5121,242802.8043,247005065.7,44687.29229,141989.8843,149472023.1,0.58
Tehama,Rice,212.3181172,962.7305525,537439.6902,2.177621715,9.627305429,5512.201951,0.58
Tehama,Vegetables,247.8772553,654.1745521,482404.629,2.54233082,6.541745447,4947.739774,0.58
Tehama,Vineyards,260.7351765,694.0122015,1937810.71,251.6644185,653.1213905,1870395.902,0.58
Trinity,Alfalfa and pasture,2632.989154,8081.590921,1822621.567,1067.959377,3196.002701,739268.443,0.58
Trinity,Field and grain,61.38127301,75.31871313,43408.66177,43.7254446,52.31254458,30922.51012,0.58
Trinity,Orchards,8.60216633,24.73379712,20674.56129,8.392358429,23.52727309,20170.30618,0.58
Trinity,Vegetables,6.47989346,12.02751974,13285.27337,6.186733366,11.19629219,12684.22769,0.58
Trinity,Vineyards,128.6596722,288.624535,531060.5295,127.798498,279.5253286,527505.9144,0.58
Tulare,Alfalfa and pasture,40812.32422,185987.7378,100870736.3,418.5879407,1859.87736,1034571.655,0.58
Tulare,Field and grain,169790.9017,327284.7016,275495492.4,1741.445147,3272.846984,2825594.795,0.58
Tulare,Orchards,367140.4689,1341309.793,3016582416,191702.0989,682113.7685,2155896592,0.58
Tulare,Vegetables,8278.17954,15484.56734,106924692.6,5169.493351,9078.618747,90594331.15,0.58
Tulare,Vineyards,43485.96417,174331.5767,450253027.1,41528.51222,162322.2067,429985598.7,0.58
Tuolumne,Alfalfa and pasture,1367.348218,6290.057561,1256037.654,490.8367898,2201.492495,450879.6531,0.58
Tuolumne,Field and grain,53.13148707,24.79417191,26926.93555,49.91313157,22.70999619,25295.87917,0.58
Tuolumne,Orchards,165.7325329,569.7345876,481824.5184,162.045596,543.1513801,471158.6952,0.58
Tuolumne,Vegetables,24.52970184,65.43868706,803420.2199,24.42683946,63.53517014,800051.1729,0.58
Tuolumne,Vineyards,51.8432861,160.6356192,325482.6678,51.50191984,155.588452,323339.5011,0.58
Ventura,Alfalfa and pasture,1707.008105,9466.079749,1772623.353,17.50777544,94.66079654,18180.75234,0.58
Ventura,Field and grain,3008.004015,4240.856237,2405883.202,30.85132323,42.40856195,24675.72516,0.58
Ventura,Orchards,44990.0353,146411.1919,475513137.6,29260.76096,93093.28203,312057281,0.58
Ventura,Vegetables,36507.89839,63599.81016,510001011.4,374.4399835,635.9980952,5230779.604,0.58
Ventura,Vineyards,88.89657233,254.3195632,1365432.075,72.41848226,201.9987971,1112332.184,0.58
Yolo,Alfalfa and pasture,39237.9603,145515.9045,50212363.26,402.4406184,1455.15903,514998.5976,0.58
Yolo,Field and grain,77053.53459,132516.6495,57362707.67,6825.845707,5968.535104,4113956.37,0.58
Yolo,Orchards,73384.35481,256474.7747,229220867,60923.8773,207086.7816,188865179.6,0.58
Yolo,Rice,36389.62069,165004.2874,85872059.8,9513.053641,42057.38414,22448860.3,0.58
Yolo,Vegetables,41723.9384,107315.6973,171870724.4,20743.73932,53757.69874,89646971.36,0.58
Yolo,Vineyards,19923.85755,53032.35423,132374647.9,19580.51582,50815.50182,130093476.2,0.58
Yuba,Alfalfa and pasture,7521.124196,29721.13562,8179555.016,77.13973534,297.2113533,83892.87196,0.58
Yuba,Field and grain,3525.017529,5698.342325,3526816.974,737.6421228,596.6635141,558203.7402,0.58
Yuba,Orchards,31263.87187,104130.1597,94207880.09,27949.44078,90714.27472,84187316.71,0.58
Yuba,Rice,36989.14137,167722.7407,96465469.32,8409.816869,37179.95419,21932299.62,0.58
Yuba,Vegetables,382.4393853,849.2901251,883963.8032,99.36577816,256.2331147,209023.7359,0.58
Yuba,Vineyards,259.3487353,690.3218398,1410091.924,253.0430168,656.6991391,1375807.42,0.58
Alameda,Alfalfa and pasture,90.89567065,364.9873232,108804.9945,0.932263287,3.64987319,1115.948659,0.59
Alameda,Field and grain,1628.968525,812.2845583,1251440.488,16.70736973,8.122845502,12835.28717,0.59
Alameda,Orchards,1748.469366,6258.914893,9923396.046,17.93301914,62.58914831,101778.421,0.59
Alameda,Vegetables,164.9887184,222.6218821,1949688.806,1.692191984,2.226218799,19996.80827,0.59
Alameda,Vineyards,2836.622596,7125.903789,27780643.64,2443.608357,5985.144078,23931633.72,0.59
Alpine,Alfalfa and pasture,3570.583967,12647.18616,3002483.465,1501.814052,5180.332553,1279603.552,0.59
Alpine,Orchards,2.03478733,6.185753483,5835.763797,1.990104453,5.898669538,5707.613442,0.59
Alpine,Vegetables,1.80498658,4.002852288,3781.516461,1.522732888,3.292485916,3190.184096,0.59
Amador,Alfalfa and pasture,3941.454316,17822.32222,3482913.285,40.42517247,178.2232205,35722.18753,0.59
Amador,Field and grain,1572.712614,738.2294445,648943.2996,1173.874218,537.0950301,484233.1599,0.59
Amador,Orchards,497.5833774,1708.357561,870899.0497,401.4203587,1345.829017,702858.2891,0.59
Amador,Vegetables,9.0629065,24.17741178,296836.9685,8.956834823,23.29707965,293362.8077,0.59
Amador,Vineyards,3708.162607,11489.68442,19744155.73,3623.439531,10946.49189,19293046.7,0.59
Butte,Alfalfa and pasture,7411.880459,29180.78471,6986406.432,76.01928676,291.8078443,71655.45058,0.59
Butte,Field and grain,5480.397691,6073.782912,4238038.227,1475.651893,1152.766278,1045926.024,0.59
Butte,Orchards,104390.6332,356496.8233,355282757.3,92061.06117,305920.239,310963704.2,0.59
Butte,Rice,100258.8222,454611.3754,251672589.3,8951.510284,39574.79068,22470339.48,0.59
Butte,Vegetables,1494.124416,3746.267817,4743562.019,505.4722436,1310.807042,1663378.991,0.59
Butte,Vineyards,201.246893,535.6691841,1551693.229,198.0256539,513.9176653,1526856.2,0.59
Calaveras,Alfalfa and pasture,792.0573766,3643.612084,816481.1034,8.123665401,36.43612048,8374.165163,0.59
Calaveras,Field and grain,487.6662076,227.5727719,113555.2412,5.001704753,2.275727696,1164.669155,0.59
Calaveras,Orchards,1441.328391,5004.189258,2565540.717,660.8258576,2222.498899,1348274.625,0.59
Calaveras,Vegetables,16.88744847,45.05119805,553113.8394,16.59382196,43.16118356,543496.7036,0.59
Calaveras,Vineyards,840.9935737,2605.805565,3523852.567,801.5110375,2421.382776,3358416.539,0.59
Colusa,Alfalfa and pasture,11506.7643,42933.07991,17117995.87,118.0180953,429.3307948,175569.1884,0.59
Colusa,Field and grain,21166.05693,41310.8772,17586284.16,2614.220268,2257.309254,1962272.249,0.59
Colusa,Orchards,96101.24735,339777.2949,395586102.2,81257.35567,279536.4378,332938089.4,0.59
Colusa,Rice,124782.483,565810.918,342635624.2,28685.46456,126818.9634,78766360.6,0.59
Colusa,Vegetables,20026.57944,49154.03668,75833394.99,5798.093823,14969.15729,27435760.59,0.59
Colusa,Vineyards,1363.005073,3627.980559,8686998.649,1333.464944,3460.618245,8498727.111,0.59
Contra Costa,Alfalfa and pasture,12153.73522,54478.75089,19211763.16,808.801757,3613.316301,1411252.348,0.59
Contra Costa,Field and grain,12993.07796,25340.40381,65697779.99,9802.621124,20199.69318,60947180.32,0.59
Contra Costa,Orchards,2725.183751,9389.896713,20060472.87,2571.468718,8627.040571,19080640.33,0.59
Contra Costa,Vegetables,3675.572713,8539.760726,16137960.49,1930.329742,4371.363756,9970701.497,0.59
Contra Costa,Vineyards,1944.209666,5986.23648,10056902.9,1905.361224,5719.956227,9855949.78,0.59
Del Norte,Alfalfa and pasture,8200.14759,25004.68003,2746874.623,3289.859758,9701.870052,1231415.808,0.59
Del Norte,Field and grain,351.0409307,430.7494755,287406.89,329.2897798,393.9579447,269598.623,0.59
Del Norte,Orchards,1.07380461,3.08750893,1995.308107,1.063713957,2.982032877,1976.55799,0.59
Del Norte,Vegetables,322.3115464,598.2518866,700886.6353,318.4268334,576.2653176,692439.0837,0.59
El Dorado,Alfalfa and pasture,455.0391869,1865.262686,489764.7271,4.667068584,18.65262667,5023.22797,0.59
El Dorado,Field and grain,13.11285309,10.34686248,8332.662703,0.13449079,0.103468615,85.46320006,0.59
El Dorado,Orchards,889.2428705,2965.871749,3880227.084,9.120439698,29.6587172,39797.20087,0.59
El Dorado,Vegetables,340.8181236,903.6660287,715876.4071,3.495570494,9.036660188,7342.322113,0.59
El Dorado,Vineyards,2434.230004,7041.791881,11079351.92,1838.394852,5185.193655,8367419.476,0.59
Fresno,Alfalfa and pasture,45722.99842,205634.9496,77549701.11,468.95383,2056.349475,795381.5499,0.59
Fresno,Field and grain,122665.7152,254711.1328,197905472.7,1258.109902,2547.111302,2029799.721,0.59
Fresno,Orchards,539298.4597,2007623.691,3000981484,223223.7821,812038.7308,1402592417,0.59
Fresno,Rice,1708.258767,8257.585532,4652940.464,17.52060274,82.5758545,47722.4663,0.59
Fresno,Vegetables,143369.071,289605.3313,1477547245,51478.03654,80259.77608,904289474.6,0.59
Fresno,Vineyards,147940.4853,590430.9594,681082969.7,123118.8549,479083.553,566810059.9,0.59
Glenn,Alfalfa and pasture,21214.05273,81358.0698,33615601.8,217.5800281,813.5806899,344775.4031,0.59
Glenn,Field and grain,27822.06724,52237.85778,26330886.75,4592.687688,3836.165306,3428613.566,0.59
Glenn,Orchards,107226.683,370528.5155,396207223.9,92289.63841,309816.229,339818986.4,0.59
Glenn,Rice,77153.95451,349845.1768,196055270.2,8582.646087,37944.03532,21809290.37,0.59
Glenn,Vegetables,3794.481699,8456.246866,9426671.655,467.4464851,1180.952653,1543300.446,0.59
Glenn,Vineyards,2.48784679,6.62202949,20236.46914,2.449736679,6.35757504,19926.47654,0.59
Humboldt,Alfalfa and pasture,36445.04893,111441.7164,7604179.734,14292.44548,42382.46038,3392079.115,0.59
Humboldt,Field and grain,2331.55182,5163.74777,2087912.979,2223.610963,4788.335696,2004057.624,0.59
Humboldt,Orchards,67.32384725,193.2531624,95496.67775,66.88659131,187.1966069,94883.16695,0.59
Humboldt,Vegetables,353.6302431,656.3834354,768991.1019,351.5450313,636.2001811,764456.6783,0.59
Humboldt,Vineyards,128.337117,287.9009411,549896.0668,128.2157345,280.4379227,549375.9696,0.59
Imperial,Alfalfa and pasture,235851.5276,1678790.954,274815702.3,66499.38738,413506.2069,121770583.6,0.59
Imperial,Field and grain,94499.15139,374207.939,404239173.8,84993.30589,325765.5076,385221453.9,0.59
Imperial,Orchards,10371.67758,61721.34259,108555016.5,10299.82524,59761.40093,107802970,0.59
Imperial,Vegetables,71189.89797,122584.5247,597669742.9,70492.87659,117935.1103,592309751,0.59
Imperial,Vineyards,143.6369568,587.3311208,1540694.352,142.3536616,567.5316314,1526929.332,0.59
Inyo,Alfalfa and pasture,13554.75215,83129.95485,9446299.674,5742.987709,33935.3318,5897931.676,0.59
Inyo,Field and grain,66.25361322,112.2687585,50323.33867,63.04391167,104.1590752,47885.39015,0.59
Inyo,Orchards,27.53441111,159.5485522,297069.449,27.47597645,155.2358103,296466.1479,0.59
Kern,Alfalfa and pasture,44565.07783,204423.9051,98831537.05,457.0777213,2044.23903,1013656.79,0.59
Kern,Field and grain,78351.39064,154642.6832,258304310.1,1302.23031,2655.085692,5159897.206,0.59
Kern,Orchards,452649.0743,1693457.853,3404368496,175630.4425,636689.9572,1729636363,0.59
Kern,Vegetables,69713.07172,116811.1936,826588168.8,50905.66262,77479.94398,657014959.1,0.59
Kern,Vineyards,85056.36119,340978.6541,834539464.2,79403.60589,310359.6329,779076859.1,0.59
Kings,Alfalfa and pasture,28170.79948,127879.1123,64476864.51,288.9312767,1278.79111,661301.1744,0.59
Kings,Field and grain,197547.9391,520976.5534,438058314.7,19675.21091,54046.68731,48789542.95,0.59
Kings,Orchards,122186.019,451861.8293,638898467.1,102541.6262,369293.8652,536864925.8,0.59
Kings,Vegetables,36134.11076,73719.02819,324647550.1,23233.75609,44239.79799,251526170,0.59
Kings,Vineyards,6035.201637,24194.61629,34322097.79,5776.77126,22579.62562,32852408.26,0.59
Lake,Alfalfa and pasture,4263.452077,16907.11611,2569643.504,43.72771361,169.0711594,26355.31799,0.59
Lake,Field and grain,1845.040641,1481.50267,1135042.161,18.92349381,14.81502654,11641.4581,0.59
Lake,Orchards,6788.328216,22563.55056,3351496.583,69.62387914,225.6355033,34374.32394,0.59
Lake,Rice,311.6135987,1412.973777,797552.6812,3.19603691,14.12973763,8180.027499,0.59
Lake,Vegetables,71.26432411,187.4131511,150433.0237,0.73091614,1.874131483,1542.902795,0.59
Lake,Vineyards,12239.99548,32579.82419,105559453.5,11705.71152,30378.75053,100951713.1,0.59
Lassen,Alfalfa and pasture,78393.31894,278685.1858,40547140.83,31374.20563,100917.5136,35107026.97,0.59
Lassen,Field and grain,13937.05855,15456.26279,9550561.598,13870.1294,15199.99076,9504316.232,0.59
Lassen,Rice,1612.289111,7228.135024,4190348.356,1607.73927,7108.368499,4178523.294,0.59
Lassen,Vegetables,252.0770441,587.90433,562511.1982,250.7517317,576.697224,559721.1224,0.59
Los Angeles,Alfalfa and pasture,6006.697414,34922.04581,15308408.15,758.5337507,4409.765139,4152071.859,0.59
Los Angeles,Field and grain,6342.971391,10728.38247,5425860.8,3282.20601,5503.736507,3192218.891,0.59
Los Angeles,Orchards,571.2892756,2343.632522,4744949.146,558.22027,2230.174601,4667451.617,0.59
Los Angeles,Vegetables,3833.639369,13433.55558,47723951.75,3682.956781,12498.999,45950061.24,0.59
Los Angeles,Vineyards,323.7676266,973.0553689,3340660.495,321.3348507,941.6002667,3315558.917,0.59
Madera,Alfalfa and pasture,10164.89452,42892.80801,19636373.17,104.2553284,428.9280759,201398.6993,0.59
Madera,Field and grain,27634.60505,52192.32145,42998468.14,1516.220989,1082.830446,1183592.162,0.59
Madera,Orchards,234715.9951,872979.3309,1199345759,87506.51763,320174.8735,463433591.6,0.59
Madera,Vegetables,4131.040517,9703.258899,28408494.85,817.2461691,1881.714763,11063823.72,0.59
Madera,Vineyards,57576.85363,178400.9894,259229368.1,49804.6043,150460.8238,224236221.4,0.59
Marin,Alfalfa and pasture,7641.634487,24625.07336,9669063.496,3210.050622,10085.73992,4061720.479,0.59
Marin,Field and grain,4633.718937,3023.014294,1943132.855,1241.73979,802.8732269,545078.1473,0.59
Marin,Orchards,76.43378917,191.4113778,469484.0924,74.87883454,182.8113242,459957.4395,0.59
Marin,Vegetables,134.1170471,190.5063147,1584875.063,132.6259854,183.6786285,1567255.032,0.59
Marin,Vineyards,170.1696844,427.4847139,1092083.003,168.4019738,412.4679281,1080738.522,0.59
Mariposa,Alfalfa and pasture,81.47912833,374.8192307,60456.62978,0.835683367,3.74819227,620.0679978,0.59
Mariposa,Field and grain,29.4045766,13.72184683,21693.32335,26.9017068,12.24001861,19846.8229,0.59
Mariposa,Orchards,56.90121918,187.4499564,198141.1098,54.2721137,174.3265345,188972.8052,0.59
Mariposa,Vineyards,61.79857201,191.4819184,50198.00491,41.16128681,124.3491683,33434.66379,0.59
Mendocino,Alfalfa and pasture,19710.75792,60455.3009,1552749.617,228.9180398,665.3650212,61309.65616,0.59
Mendocino,Field and grain,4768.097439,5850.757822,3180446.3,1841.14996,2202.727502,1228095.41,0.59
Mendocino,Orchards,1672.729453,4736.504401,2572712.333,1521.615372,4196.423771,2355100.464,0.59
Mendocino,Vegetables,219.5862892,407.5805327,477504.1326,203.7867274,368.7981377,443146.9963,0.59
Mendocino,Vineyards,17408.34417,39052.44864,142318797.5,17315.35528,37872.74851,141558583.5,0.59
Merced,Alfalfa and pasture,67455.81277,289372.3491,108024442.5,691.85449,2893.723462,1107943,0.59
Merced,Field and grain,165339.0669,363101.3324,283832944.7,29977.41428,16498.88325,26751777.09,0.59
Merced,Orchards,194494.264,724829.6124,925341630.7,140281.7601,509622.154,667135868.8,0.59
Merced,Rice,1462.320105,7068.737814,3983054.862,14.99815492,70.68737743,40851.84474,0.59
Merced,Vegetables,52913.95304,140207.9096,534468003,26534.50527,74937.22211,384991275.8,0.59
Merced,Vineyards,13065.67275,40483.78469,76261293.59,12463.81287,37653.45752,72748377.42,0.59
Modoc,Alfalfa and pasture,142320.9292,500260.2031,239600307.5,53976.72069,198512.0244,90298084.36,0.59
Modoc,Field and grain,27043.29414,31619.20471,21521785.26,9907.612498,11423.2443,7929332.908,0.59
Modoc,Orchards,23.52404065,78.28192401,66512.10541,22.03865409,71.50546742,62312.30875,0.59
Modoc,Rice,2348.147321,10647.38703,5816493.02,1712.392769,7570.519748,4241693.226,0.59
Modoc,Vegetables,4249.156657,10048.30355,20716420.74,3905.615037,8996.174638,19042300.24,0.59
Modoc,Vineyards,11.97948202,26.87378545,33898.42838,11.62918291,25.43575413,32907.1844,0.59
Mono,Alfalfa and pasture,41978.88771,178461.1651,32717594.31,16820.92803,72764.12992,18783245.77,0.59
Mono,Field and grain,536.3885823,825.4528204,395687.3524,477.7904348,716.8937488,352460.2096,0.59
Mono,Vineyards,13.74318799,47.22416791,62791.46334,13.68592718,45.85172335,62529.84353,0.59
Monterey,Alfalfa and pasture,2967.28172,12268.65559,571309.1409,30.43365867,122.6865547,5859.580933,0.59
Monterey,Field and grain,13564.38516,11558.78241,3401774.241,139.1218994,115.587823,34889.99228,0.59
Monterey,Orchards,2104.105989,5538.002359,26484624.77,1597.713664,4068.632584,23926243.81,0.59
Monterey,Vegetables,148628.8891,163736.3574,2721491774,117430.582,126062.5182,2152725275,0.59
Monterey,Vineyards,52090.08734,127994.2198,260136329.6,534.2573061,1279.942185,2668064.919,0.59
Napa,Alfalfa and pasture,851.9619408,3065.150016,616463.2661,8.738071157,30.65149986,6322.700143,0.59
Napa,Field and grain,1303.101757,599.6567053,514427.1329,13.3651463,5.996566994,5276.175751,0.59
Napa,Orchards,325.8517173,893.3298869,991577.8777,3.342068882,8.93329878,10170.02948,0.59
Napa,Vegetables,23.45711765,34.14110461,277195.1934,0.240585816,0.341411036,2843.027548,0.59
Napa,Vineyards,44729.90451,113094.1674,879087506.2,19554.64439,48205.51983,384312100.7,0.59
Nevada,Alfalfa and pasture,3401.132977,13487.50945,3607662.002,1202.59921,4649.793599,1275625.359,0.59
Nevada,Field and grain,56.82569365,44.83903185,38225.73535,43.07342563,33.13793974,28974.80459,0.59
Nevada,Orchards,58.11365312,191.9904508,188302.3483,56.3602168,181.5381239,182630.5296,0.59
Nevada,Vegetables,82.80630109,220.4498107,173482.3927,74.61462052,193.6755914,156320.5061,0.59
Nevada,Vineyards,447.096224,1190.058967,2210794.155,442.0233683,1147.142368,2185709.98,0.59
Orange,Alfalfa and pasture,6.93670503,39.29595966,77441.97037,0.071145692,0.392959587,794.2766069,0.59
Orange,Field and grain,808.4191514,2140.463525,905619.6472,8.291478476,21.40463505,9288.406638,0.59
Orange,Orchards,1536.950762,5037.6517,18897636.62,1195.007078,3818.943837,14693255.03,0.59
Orange,Vegetables,1228.833191,2204.007018,6661159.285,12.60341734,22.04006996,68319.58241,0.59
Placer,Alfalfa and pasture,11105.90815,43854.04837,9310138.462,113.9067503,438.5404794,95488.5996,0.59
Placer,Field and grain,5089.507961,4441.829575,3651728.84,2207.959219,1702.921545,1525380.598,0.59
Placer,Orchards,7059.554198,24177.14116,19329326.28,5273.081224,17483.73252,15531775.47,0.59
Placer,Rice,12340.31508,55955.65047,30259953.55,7303.458597,32288.72403,17908968.81,0.59
Placer,Vegetables,379.6313892,1008.719719,796296.9925,293.0701186,760.696423,614002.986,0.59
Placer,Vineyards,270.8750127,721.001924,1608390.48,266.0001185,690.3255067,1579444.534,0.59
Plumas,Alfalfa and pasture,38632.69594,151257.3279,40504555.82,15875.00693,61360.52954,16858650.66,0.59
Plumas,Field and grain,2249.350557,1774.878489,1447306.73,1738.802959,1337.723825,1118803.477,0.59
Plumas,Orchards,9.32000796,31.01457636,27920.11774,9.044926493,29.34669667,27096.05117,0.59
Plumas,Vegetables,22.6974171,60.42585211,43789.23629,20.45524715,53.09525212,39463.50577,0.59
Riverside,Alfalfa and pasture,58944.40976,384412.9061,168027808.8,7863.469764,58922.11166,50850924.85,0.59
Riverside,Field and grain,28852.70526,74890.78793,52466069.44,3457.189546,11859.15673,27838531.96,0.59
Riverside,Orchards,32744.14315,161790.9475,359959042.8,31359.59878,151062.0414,344819611.7,0.59
Riverside,Vegetables,28529.35583,49425.26102,256924944.7,23626.90025,35312.0976,223046804.7,0.59
Riverside,Vineyards,8812.126523,33230.85028,175617014.5,8535.340124,31382.4014,170100933.8,0.59
Sacramento,Alfalfa and pasture,39065.09079,158835.5442,62835093.22,6410.502681,26322.79148,10565293.59,0.59
Sacramento,Field and grain,50650.05351,87310.48757,42118433.22,12781.7349,9068.30247,8224122.598,0.59
Sacramento,Orchards,12625.04169,43132.18752,37916551.18,11331.83894,37638.91293,34023433.93,0.59
Sacramento,Rice,8613.964389,39070.52979,18111363.5,565.8781042,2502.497945,1189791.782,0.59
Sacramento,Vegetables,5252.792758,13289.12278,14406194.71,2289.954346,6030.21463,6928906.021,0.59
Sacramento,Vineyards,36667.75441,107217.9102,213832527.3,35941.91934,102468.1513,209599730.6,0.59
San Benito,Alfalfa and pasture,7795.394893,32753.08686,9262555.371,79.95276813,327.5308653,95000.56791,0.59
San Benito,Field and grain,9094.670383,7943.407098,6353466.186,1863.985657,1548.977522,1305794.287,0.59
San Benito,Orchards,2765.967648,7492.158988,7334010.99,262.4880696,671.0510453,4724041.954,0.59
San Benito,Vegetables,20122.15066,23191.61808,170114921.1,18432.45598,20675.32969,156394120.1,0.59
San Benito,Vineyards,4502.783032,11064.1051,39076238.36,4415.879993,10579.30518,38322072.8,0.59
San Bernardino,Alfalfa and pasture,9795.145272,59057.59364,36471746.87,2177.575766,13203.32404,22165207.09,0.59
San Bernardino,Field and grain,3687.775415,9851.248179,4272729.95,1011.390681,3279.651889,1558867.523,0.59
San Bernardino,Orchards,5049.463028,19958.17604,32542371.28,4770.737496,18237.42059,31696368.57,0.59
San Bernardino,Vegetables,1112.055923,1945.783165,9043360.695,1080.290533,1842.965342,8785067.617,0.59
San Bernardino,Vineyards,451.8493137,1324.068776,584814.911,424.4743959,1212.754871,549384.3822,0.59
San Diego,Alfalfa and pasture,2096.721939,11794.29295,23789594.57,21.5048404,117.9429283,243995.8417,0.59
San Diego,Field and grain,1307.380391,1649.984919,381108.4397,13.40902965,16.49984902,3908.80451,0.59
San Diego,Orchards,25244.21065,87157.91917,273874947.4,13756.73953,46476.41359,150413617.8,0.59
San Diego,Vegetables,6925.096636,12251.19368,90027646.64,294.2413108,689.5174276,14809198.95,0.59
San Diego,Vineyards,893.4116434,2576.208765,3699905.17,9.163196343,25.76208739,37947.74533,0.59
San Joaquin,Alfalfa and pasture,58853.60338,251033.5964,102743698.1,603.6267013,2510.33594,1053781.519,0.59
San Joaquin,Field and grain,97494.06245,181569.9277,120610569.6,999.9391054,1815.699259,1237031.484,0.59
San Joaquin,Orchards,188470.0079,676701.2283,925145301.7,100681.3829,354083.8253,503372233.7,0.59
San Joaquin,Rice,4199.983494,20302.38252,11439878.74,43.07675378,203.0238232,117332.0896,0.59
San Joaquin,Vegetables,40312.3129,94941.83744,335024136.7,9661.750883,23686.57339,220484935.6,0.59
San Joaquin,Vineyards,84121.52079,260649.2295,413514994.8,75018.24787,226631.8051,368766162.2,0.59
San Luis Obispo,Alfalfa and pasture,4175.055428,17116.47635,2791468.61,42.82108131,171.1647618,28630.44728,0.59
San Luis Obispo,Field and grain,22338.36094,20838.04322,13539705.37,229.1113946,208.3804302,138868.7733,0.59
San Luis Obispo,Orchards,12740.53289,35745.14729,115011516.8,7071.091689,18029.59906,88950093.33,0.59
San Luis Obispo,Vegetables,21148.34931,24875.20879,380590431.3,15776.14351,16983.89132,289311167.8,0.59
San Luis Obispo,Vineyards,45785.43036,112502.6034,320629752.6,21349.85745,51148.73092,149510432.9,0.59
San Mateo,Alfalfa and pasture,1365.49182,4661.806272,1456884.332,14.00504431,46.61806225,14942.4034,0.59
San Mateo,Field and grain,1545.982856,721.3807367,790356.8825,1076.55901,489.7814284,550372.0945,0.59
San Mateo,Orchards,41.23339039,121.9145898,254497.6219,37.31988448,107.4904547,229999.323,0.59
San Mateo,Vegetables,2124.491839,2780.822371,24990212.23,1998.507884,2533.5787,23614679.21,0.59
San Mateo,Vineyards,158.7595692,398.4593589,1613469.874,156.5653997,383.1285558,1591170.579,0.59
Santa Barbara,Alfalfa and pasture,4363.550687,18046.78546,2741519.451,44.75436602,180.4678528,28118.14822,0.59
Santa Barbara,Field and grain,7516.574984,6722.91509,4910861.902,77.09307691,67.22915022,50367.81448,0.59
Santa Barbara,Orchards,10176.73411,27236.86415,114649211,7845.15286,19982.4361,96068923.28,0.59
Santa Barbara,Vegetables,56973.2354,63781.12175,807703782,26991.67496,28886.63311,389936141.7,0.59
Santa Barbara,Vineyards,22545.19644,55397.38893,189791619.9,8794.40388,21069.1148,74033693.28,0.59
Santa Clara,Alfalfa and pasture,819.3710192,3050.203519,1153008.532,8.403805319,30.50203489,11825.72852,0.59
Santa Clara,Field and grain,5314.997094,4929.644159,7249790.598,401.7919378,819.5465407,2429486.246,0.59
Santa Clara,Orchards,2428.012907,6916.641933,16115765.35,24.90269649,69.16641865,165289.901,0.59
Santa Clara,Vegetables,9612.523839,12076.46516,108179883.9,7238.459459,8160.362801,84817043.69,0.59
Santa Clara,Vineyards,1572.17743,3888.038621,11882715.42,1482.011609,3573.429596,11201230.77,0.59
Santa Cruz,Alfalfa and pasture,861.4954444,3605.049418,1051565.018,8.835850709,36.05049381,10785.28223,0.59
Santa Cruz,Field and grain,1146.8417,983.3367891,552901.6518,11.76247899,9.833367784,5670.786156,0.59
Santa Cruz,Orchards,2068.315674,5619.0599,7007757.203,39.20402157,101.9992493,341876.2832,0.59
Santa Cruz,Vegetables,11027.79853,12091.25354,134208669.7,7783.139596,8309.415487,94890262.29,0.59
Santa Cruz,Vineyards,590.8877188,1451.911801,6025973.055,534.470188,1280.452195,5450617.518,0.59
Shasta,Alfalfa and pasture,42091.2059,165023.0522,39576234.72,13189.6833,50123.81858,13050165.17,0.59
Shasta,Field and grain,5334.921008,5118.642528,4031828.873,4419.959259,4044.622506,3319791.847,0.59
Shasta,Orchards,2192.990191,7068.98596,6748423.983,2139.654999,6723.904257,6585910.486,0.59
Shasta,Rice,4987.209719,22613.89292,12353599.05,4565.517654,20184.23705,11309044.08,0.59
Shasta,Vegetables,509.6000544,1287.908374,1141938.848,473.6933696,1165.149085,1066833.001,0.59
Shasta,Vineyards,146.4424543,389.7933968,414389.29,144.1894326,374.2014993,408013.8981,0.59
Sierra,Alfalfa and pasture,18854.00351,74064.12322,19835410.51,7838.498867,30173.08785,8310105.407,0.59
Sierra,Field and grain,698.2882892,550.993201,474378.2914,544.7683979,419.109975,370085.4014,0.59
Siskiyou,Alfalfa and pasture,127543.6919,363277.9873,136896019.1,47716.37915,131385.4136,52124172.7,0.59
Siskiyou,Field and grain,35426.82115,43879.87679,29143992.58,21580.73666,26046.75642,17747549.9,0.59
Siskiyou,Orchards,50.68077249,145.722356,143295.3178,49.12584866,137.7201971,138898.9108,0.59
Siskiyou,Vegetables,8396.034726,18552.07267,33255296.22,7905.756639,17026.26525,31402562.59,0.59
Siskiyou,Vineyards,3.75211621,8.417189145,14131.66998,3.710589932,8.115931615,13975.26873,0.59
Solano,Alfalfa and pasture,45700.07335,173415.0568,47098542.55,468.718701,1734.150551,483061.9749,0.59
Solano,Field and grain,48875.04624,73641.86545,33161342.35,22546.68895,22665.62727,14935657.06,0.59
Solano,Orchards,36882.3165,128723.5713,105535535.4,33214.4679,112824.4051,94619398.04,0.59
Solano,Vegetables,15526.3938,39043.00838,56386575.96,10280.75699,25412.3429,39723381.3,0.59
Solano,Vineyards,5196.457016,13370.80485,39707533.24,5151.257154,12923.14011,39362148.86,0.59
Sonoma,Alfalfa and pasture,5590.584767,17430.97373,4187265.476,57.33933094,174.3097356,42946.31258,0.59
