region,crop_type,xland_base,xwater_base,revenue_base,xlandsc,xwatersc,revenuesc,shortage
Solano,Field and grain,48875.04624,73641.86545,33161342.35,40077.94923,53083.52351,28000578.1,0.21
Solano,Orchards,36882.3165,128723.5713,105535535.4,35884.64236,122054.1867,102560760.1,0.21
Solano,Vegetables,15526.3938,39043.00838,56386575.96,14076.42467,34561.30238,51827197.48,0.21
Solano,Vineyards,5196.457016,13370.80485,39707533.24,5183.043695,13002.88412,39605038.43,0.21
Sonoma,Alfalfa and pasture,5590.584767,17430.97373,4187265.476,57.33933094,174.3097356,42946.31258,0.21
Sonoma,Field and grain,19937.50974,14641.28419,8158147.724,204.4872802,146.4128403,83673.31032,0.21
Sonoma,Orchards,2358.334133,6594.329405,5367250.047,1872.345541,5075.165293,4362046.51,0.21
Sonoma,Vegetables,1092.339696,1873.950499,2487210.983,887.8635081,1483.049117,2035983.052,0.21
Sonoma,Vineyards,61842.41286,143034.9151,716779994.6,61260.00556,138145.6709,710029645,0.21
Stanislaus,Alfalfa and pasture,43134.51194,190892.8909,78321466.6,11840.54365,53031.6578,20392394.71,0.21
Stanislaus,Field and grain,64549.17547,133666.7483,107234176.1,48021.23561,92671.51341,77472487,0.21
Stanislaus,Orchards,242477.1743,895909.5798,1307278791,226159.8622,814378.2131,1216701614,0.21
Stanislaus,Rice,392.6881319,1898.222857,1069600.539,309.58122,1459.078444,843234.6512,0.21
Stanislaus,Vegetables,19450.20496,47680.65222,227655612.8,15553.99951,37814.81522,212486820.7,0.21
Stanislaus,Vineyards,7655.698808,23721.06421,41427860.24,7521.413122,22722.35731,40701189.99,0.21
Sutter,Alfalfa and pasture,8011.218445,30198.62609,11651069.05,1243.723641,4308.394633,2542546.149,0.21
Sutter,Field and grain,29381.03007,57788.22967,25946867.05,13317.79216,19129.39957,13840128.29,0.21
Sutter,Orchards,78821.60213,266422.3155,220221556.2,74017.29334,243614.0582,207004826.4,0.21
Sutter,Rice,109958.3348,498592.6298,269707064.4,93694.1942,414223.7461,229814193.8,0.21
Sutter,Vegetables,17952.19952,45281.92523,62960848.81,11315.82703,28320.89089,45671891.11,0.21
Sutter,Vineyards,101.4852521,270.1285042,714754.9608,100.5915515,261.0559505,708460.6775,0.21
Tehama,Alfalfa and pasture,21226.11778,83651.44543,29209005.68,9916.929359,38338.11653,13472134.03,0.21
Tehama,Field and grain,10959.12845,13205.65588,7846426.164,6369.18537,6716.071026,4431996.824,0.21
Tehama,Orchards,73355.5121,242802.8043,247005065.7,69248.97256,223097.952,232893184.1,0.21
Tehama,Rice,212.3181172,962.7305525,537439.6902,178.1223267,787.4820643,450880.0726,0.21
Tehama,Vegetables,247.8772553,654.1745521,482404.629,212.5383457,546.8223863,413679.6274,0.21
Tehama,Vineyards,260.7351765,694.0122015,1937810.71,258.3632445,670.506234,1920182.267,0.21
Trinity,Alfalfa and pasture,2632.989154,8081.590921,1822621.567,2111.838245,6319.941455,1461867.75,0.21
Trinity,Field and grain,61.38127301,75.31871313,43408.66177,54.47151039,65.1689958,38522.09729,0.21
Trinity,Orchards,8.60216633,24.73379712,20674.56129,8.509202417,23.85483541,20451.13058,0.21
Trinity,Vegetables,6.47989346,12.02751974,13285.27337,6.351838056,11.49508644,13022.73031,0.21
Trinity,Vineyards,128.6596722,288.624535,531060.5295,128.2684065,280.5531287,529445.5262,0.21
Tulare,Alfalfa and pasture,40812.32422,185987.7378,100870736.3,574.173322,2583.192146,1295162.542,0.21
Tulare,Field and grain,169790.9017,327284.7016,275495492.4,108558.0011,206681.6156,178426412.2,0.21
Tulare,Orchards,367140.4689,1341309.793,3016582416,344776.9199,1226822.101,2892950285,0.21
Tulare,Vegetables,8278.17954,15484.56734,106924692.6,6136.274884,11045.47173,100366700.2,0.21
Tulare,Vineyards,43485.96417,174331.5767,450253027.1,42966.36633,167942.3371,444873118.8,0.21
Tuolumne,Alfalfa and pasture,1367.348218,6290.057561,1256037.654,1075.569499,4824.125309,988011.5198,0.21
Tuolumne,Field and grain,53.13148707,24.79417191,26926.93555,51.8596633,23.59564946,26282.37771,0.21
Tuolumne,Orchards,165.7325329,569.7345876,481824.5184,164.0584502,549.8876029,476979.7875,0.21
Tuolumne,Vegetables,24.52970184,65.43868706,803420.2199,24.48123273,63.67664918,801832.7134,0.21
Tuolumne,Vineyards,51.8432861,160.6356192,325482.6678,51.68341109,156.1367412,324478.94,0.21
Ventura,Alfalfa and pasture,1707.008105,9466.079749,1772623.353,17.50777544,94.66079654,18180.75234,0.21
Ventura,Field and grain,3008.004015,4240.856237,2405883.202,30.85132323,42.40856196,24675.72516,0.21
Ventura,Orchards,44990.0353,146411.1919,475513137.6,41656.95953,132533.5606,444277986.8,0.21
Ventura,Vegetables,36507.89839,63599.81016,510001011.4,25870.77767,44031.6691,372582563.5,0.21
Ventura,Vineyards,88.89657233,254.3195632,1365432.075,84.53100942,235.784591,1298377.975,0.21
Yolo,Alfalfa and pasture,39237.9603,145515.9045,50212363.26,18308.66334,65893.30689,24003578.37,0.21
Yolo,Field and grain,77053.53459,132516.6495,57362707.67,54267.73647,81637.09833,41274124.13,0.21
Yolo,Orchards,73384.35481,256474.7747,229220867,70169.94675,238954.2509,218720038.2,0.21
Yolo,Rice,36389.62069,165004.2874,85872059.8,33695.85964,148970.0117,79515334.83,0.21
Yolo,Vegetables,41723.9384,107315.6973,171870724.4,36866.4055,92395.10067,152279952.6,0.21
Yolo,Vineyards,19923.85755,53032.35423,132374647.9,19820.90784,51439.369,131690647.2,0.21
Yuba,Alfalfa and pasture,7521.124196,29721.13562,8179555.016,580.8227882,2226.01982,655574.5672,0.21
Yuba,Field and grain,3525.017529,5698.342325,3526816.974,2300.794929,3286.743885,2404566.16,0.21
Yuba,Orchards,31263.87187,104130.1597,94207880.09,29839.69856,96870.79314,89884724.03,0.21
Yuba,Rice,36989.14137,167722.7407,96465469.32,31707.16583,140177.96,82690392.88,0.21
Yuba,Vegetables,382.4393853,849.2901251,883963.8032,339.7887905,735.0019433,785738.1932,0.21
Yuba,Vineyards,259.3487353,690.3218398,1410091.924,256.2236777,664.9536141,1393100.83,0.21
Alameda,Alfalfa and pasture,90.89567065,364.9873232,108804.9945,0.932263281,3.649873201,1115.948652,0.22
Alameda,Field and grain,1628.968525,812.2845583,1251440.488,1113.351815,557.0955404,907611.2369,0.22
Alameda,Orchards,1748.469366,6258.914893,9923396.046,1145.5718,3971.732307,6455847.429,0.22
Alameda,Vegetables,164.9887184,222.6218821,1949688.806,152.4844262,200.6059002,1801924.288,0.22
Alameda,Vineyards,2836.622596,7125.903789,27780643.64,2775.885411,6798.992187,27185810.16,0.22
Alpine,Alfalfa and pasture,3570.583967,12647.18616,3002483.465,2856.272061,9863.113872,2404578.086,0.22
Alpine,Orchards,2.03478733,6.185753483,5835.763797,2.014729588,5.971658439,5778.238254,0.22
Alpine,Vegetables,1.80498658,4.002852288,3781.516461,1.695890036,3.66689004,3552.954996,0.22
Amador,Alfalfa and pasture,3941.454316,17822.32222,3482913.285,2564.918903,11253.3152,2445299.41,0.22
Amador,Field and grain,1572.712614,738.2294445,648943.2996,1544.534003,706.8334532,637273.9639,0.22
Amador,Orchards,497.5833774,1708.357561,870899.0497,489.8876647,1639.919315,857433.6964,0.22
Amador,Vegetables,9.0629065,24.17741178,296836.9685,9.047506413,23.53292002,296332.5702,0.22
Amador,Vineyards,3708.162607,11489.68442,19744155.73,3696.417723,11166.96064,19681619.96,0.22
Butte,Alfalfa and pasture,7411.880459,29180.78471,6986406.432,76.01928677,291.8078443,71655.45059,0.22
Butte,Field and grain,5480.397691,6073.782912,4238038.227,2914.152157,2567.089687,2171355.364,0.22
Butte,Orchards,104390.6332,356496.8233,355282757.3,96471.71719,320797.8941,326721296.6,0.22
Butte,Rice,100258.8222,454611.3754,251672589.3,76340.20407,337501.4384,191631383.7,0.22
Butte,Vegetables,1494.124416,3746.267817,4743562.019,712.0024929,1828.126644,2393722.192,0.22
Butte,Vineyards,201.246893,535.6691841,1551693.229,199.0253045,516.5119661,1534563.902,0.22
Calaveras,Alfalfa and pasture,792.0573766,3643.612084,816481.1034,506.513406,2271.804976,522132.1546,0.22
Calaveras,Field and grain,487.6662076,227.5727719,113555.2412,422.6511273,192.3022097,98416.19115,0.22
Calaveras,Orchards,1441.328391,5004.189258,2565540.717,1157.447943,3963.716801,2398282.828,0.22
Calaveras,Vegetables,16.88744847,45.05119805,553113.8394,16.82711174,43.76797944,551137.6331,0.22
Calaveras,Vineyards,840.9935737,2605.805565,3523852.567,833.7800575,2518.868207,3493627.167,0.22
Colusa,Alfalfa and pasture,11506.7643,42933.07991,17117995.87,118.0180953,429.3307948,175569.1884,0.22
Colusa,Field and grain,21166.05693,41310.8772,17586284.16,8638.110687,11507.51671,7935740.757,0.22
Colusa,Orchards,96101.24735,339777.2949,395586102.2,88703.51372,305486.3667,364344525.2,0.22
Colusa,Rice,124782.483,565810.918,342635624.2,105069.3095,464513.3388,288505947.1,0.22
Colusa,Vegetables,20026.57944,49154.03668,75833394.99,11202.11061,27806.29923,49217878.68,0.22
Colusa,Vineyards,1363.005073,3627.980559,8686998.649,1347.18085,3496.213866,8586144.287,0.22
Contra Costa,Alfalfa and pasture,12153.73522,54478.75089,19211763.16,8104.726757,36294.95232,14289005.7,0.22
Contra Costa,Field and grain,12993.07796,25340.40381,65697779.99,11947.15158,22596.00368,64416929.27,0.22
Contra Costa,Orchards,2725.183751,9389.896713,20060472.87,2691.181085,9038.370163,19842496.51,0.22
Contra Costa,Vegetables,3675.572713,8539.760726,16137960.49,3159.492031,7175.092567,14609778.93,0.22
Contra Costa,Vineyards,1944.209666,5986.23648,10056902.9,1934.995505,5808.9193,10009240.39,0.22
Del Norte,Alfalfa and pasture,8200.14759,25004.68003,2746874.623,6505.79421,19316.98279,2220458.343,0.22
Del Norte,Field and grain,351.0409307,430.7494755,287406.89,341.5850132,408.6677995,279665.0696,0.22
Del Norte,Orchards,1.07380461,3.08750893,1995.308107,1.069009548,2.996878623,1986.398082,0.22
Del Norte,Vegetables,322.3115464,598.2518866,700886.6353,320.5083882,580.0323614,696965.555,0.22
El Dorado,Alfalfa and pasture,455.0391869,1865.262686,489764.7271,4.667068584,18.65262667,5023.22797,0.22
El Dorado,Field and grain,13.11285309,10.34686248,8332.662703,0.716310038,0.551083146,455.1846878,0.22
El Dorado,Orchards,889.2428705,2965.871749,3880227.084,839.4011368,2729.98466,3663210.691,0.22
El Dorado,Vegetables,340.8181236,903.6660287,715876.4071,228.8374762,594.0188626,479442.3006,0.22
El Dorado,Vineyards,2434.230004,7041.791881,11079351.92,2350.861267,6630.605449,10699900.69,0.22
Fresno,Alfalfa and pasture,45722.99842,205634.9496,77549701.11,468.95383,2056.349475,795381.5499,0.22
Fresno,Field and grain,122665.7152,254711.1328,197905472.7,46875.94592,77273.10597,71961850.6,0.22
Fresno,Orchards,539298.4597,2007623.691,3000981484,483420.3999,1753595.327,2704309239,0.22
Fresno,Rice,1708.258767,8257.585532,4652940.464,976.5124663,4602.373134,2659816.215,0.22
Fresno,Vegetables,143369.071,289605.3313,1477547245,116788.0316,224948.1736,1332215022,0.22
Fresno,Vineyards,147940.4853,590430.9594,681082969.7,142733.9384,555410.318,657113260.6,0.22
Glenn,Alfalfa and pasture,21214.05273,81358.0698,33615601.8,8309.081511,32098.99272,12699043.14,0.22
Glenn,Field and grain,27822.06724,52237.85778,26330886.75,14290.12922,21856.24351,13929081.6,0.22
Glenn,Orchards,107226.683,370528.5155,396207223.9,99264.14329,333831.1972,366123545.4,0.22
Glenn,Rice,77153.95451,349845.1768,196055270.2,63436.37546,280453.3761,161197644.5,0.22
Glenn,Vegetables,3794.481699,8456.246866,9426671.655,2079.001674,4451.132703,5828146.978,0.22
Glenn,Vineyards,2.48784679,6.62202949,20236.46914,2.465741341,6.399110478,20056.66055,0.22
Humboldt,Alfalfa and pasture,36445.04893,111441.7164,7604179.734,28804.0913,85805.35934,6146350.328,0.22
Humboldt,Field and grain,2331.55182,5163.74777,2087912.979,2281.471363,4921.556225,2049025.293,0.22
Humboldt,Orchards,67.32384725,193.2531624,95496.67775,67.11378502,188.3644555,95201.95303,0.22
Humboldt,Vegetables,353.6302431,656.3834354,768991.1019,352.659772,641.7822589,766880.7517,0.22
Humboldt,Vineyards,128.337117,287.9009411,549896.0668,128.2792864,282.4791209,549648.2757,0.22
Imperial,Alfalfa and pasture,235851.5276,1678790.954,274815702.3,177877.4528,1191482.19,260904583.8,0.22
Imperial,Field and grain,94499.15139,374207.939,404239173.8,94197.38405,370340.5313,403605629.4,0.22
Imperial,Orchards,10371.67758,61721.34259,108555016.5,10368.82966,61336.19567,108525206.3,0.22
Imperial,Vegetables,71189.89797,122584.5247,597669742.9,71175.26896,121813.347,597567092.7,0.22
Imperial,Vineyards,143.6369568,587.3311208,1540694.352,143.5907656,583.5675246,1540198.891,0.22
Inyo,Alfalfa and pasture,13554.75215,83129.95485,9446299.674,10856.42786,64790.02877,8160194.765,0.22
Inyo,Field and grain,66.25361322,112.2687585,50323.33867,64.98039416,107.3584678,49356.25732,0.22
Inyo,Orchards,27.53441111,159.5485522,297069.449,27.50574251,155.9951516,296772.4142,0.22
Kern,Alfalfa and pasture,44565.07783,204423.9051,98831537.05,457.0777213,2044.23903,1013656.79,0.22
Kern,Field and grain,78351.39064,154642.6832,258304310.1,41471.71482,86647.48727,187639449.6,0.22
Kern,Orchards,452649.0743,1693457.853,3404368496,395549.668,1442004.986,3053772860,0.22
Kern,Vegetables,69713.07172,116811.1936,826588168.8,63345.16179,101688.2595,775728379.7,0.22
Kern,Vineyards,85056.36119,340978.6541,834539464.2,83318.15531,325660.1738,817484873.8,0.22
Kings,Alfalfa and pasture,28170.79948,127879.1123,64476864.51,8074.464504,35624.02957,19215909.04,0.22
Kings,Field and grain,197547.9391,520976.5534,438058314.7,152053.3852,392561.173,351583664.1,0.22
Kings,Orchards,122186.019,451861.8293,638898467.1,116477.654,419827.124,609019179,0.22
Kings,Vegetables,36134.11076,73719.02819,324647550.1,32273.93284,63643.21353,303015053,0.22
Kings,Vineyards,6035.201637,24194.61629,34322097.79,5955.123213,23276.74866,33866693.04,0.22
Lake,Alfalfa and pasture,4263.452077,16907.11611,2569643.504,2002.27473,7741.701592,1206799.598,0.22
Lake,Field and grain,1845.040641,1481.50267,1135042.161,1671.719411,1302.426122,1029233.517,0.22
Lake,Orchards,6788.328216,22563.55056,3351496.583,5045.036306,16351.30849,2521664.636,0.22
Lake,Rice,311.6135987,1412.973777,797552.6812,299.9913352,1326.26718,767806.3304,0.22
Lake,Vegetables,71.26432411,187.4131511,150433.0237,68.90039713,176.6294431,145461.6001,0.22
Lake,Vineyards,12239.99548,32579.82419,105559453.5,12216.72018,31704.92403,105358724,0.22
Lassen,Alfalfa and pasture,78393.31894,278685.1858,40547140.83,61710.25146,212480.7769,38410433.2,0.22
Lassen,Field and grain,13937.05855,15456.26279,9550561.598,13906.31537,15309.78473,9529234.322,0.22
Lassen,Rice,1612.289111,7228.135024,4190348.356,1609.654051,7155.070512,4183499.82,0.22
Lassen,Vegetables,252.0770441,587.90433,562511.1982,251.3494935,581.2084653,560979.758,0.22
Los Angeles,Alfalfa and pasture,6006.697414,34922.04581,15308408.15,4057.345572,23041.63062,11198526.76,0.22
Los Angeles,Field and grain,6342.971391,10728.38247,5425860.8,5735.754208,9476.213216,4979731.226,0.22
Los Angeles,Orchards,571.2892756,2343.632522,4744949.146,567.8724777,2270.715508,4724550.45,0.22
Los Angeles,Vegetables,3833.639369,13433.55558,47723951.75,3793.632019,12937.15229,47253441.87,0.22
Los Angeles,Vineyards,323.7676266,973.0553689,3340660.495,323.1135779,946.8124311,3333911.968,0.22
Madera,Alfalfa and pasture,10164.89452,42892.80801,19636373.17,104.2553284,428.9280759,201398.6993,0.22
Madera,Field and grain,27634.60505,52192.32145,42998468.14,6171.757474,3201.0549,3987898.72,0.22
Madera,Orchards,234715.9951,872979.3309,1199345759,200116.8084,725428.6423,1020877888,0.22
Madera,Vegetables,4131.040517,9703.258899,28408494.85,2494.297998,5715.142961,20401534.79,0.22
Madera,Vineyards,57576.85363,178400.9894,259229368.1,55291.81979,167037.8246,248941416.5,0.22
Marin,Alfalfa and pasture,7641.634487,24625.07336,9669063.496,6111.365009,19201.45359,7732792.823,0.22
Marin,Field and grain,4633.718937,3023.014294,1943132.855,3469.170018,2210.952332,1462763.143,0.22
Marin,Orchards,76.43378917,191.4113778,469484.0924,75.72277654,184.8820127,465127.6372,0.22
Marin,Vegetables,134.1170471,190.5063147,1584875.063,133.4199117,184.7781663,1576636.941,0.22
Marin,Vineyards,170.1696844,427.4847139,1092083.003,169.344414,414.7762523,1086786.738,0.22
Mariposa,Alfalfa and pasture,81.47912833,374.8192307,60456.62978,49.96420992,224.0985913,37072.90202,0.22
Mariposa,Field and grain,29.4045766,13.72184683,21693.32335,29.04583766,13.21557759,21428.66251,0.22
Mariposa,Orchards,56.90121918,187.4499564,198141.1098,56.32900771,180.927124,196146.1671,0.22
Mariposa,Vineyards,61.79857201,191.4819184,50198.00491,59.71078456,180.387616,48502.12811,0.22
Mendocino,Alfalfa and pasture,19710.75792,60455.3009,1552749.617,12215.67804,36516.74024,998495.0818,0.22
Mendocino,Field and grain,4768.097439,5850.757822,3180446.3,4744.073291,5773.399982,3164421.562,0.22
Mendocino,Orchards,1672.729453,4736.504401,2572712.333,1671.081712,4695.311122,2570324.677,0.22
Mendocino,Vegetables,219.5862892,407.5805327,477504.1326,219.3898667,404.428583,477076.9995,0.22
Mendocino,Vineyards,17408.34417,39052.44864,142318797.5,17407.01504,38802.14216,142307931.4,0.22
Merced,Alfalfa and pasture,67455.81277,289372.3491,108024442.5,18878.64861,77875.49954,32393000.73,0.22
Merced,Field and grain,165339.0669,363101.3324,283832944.7,142376.5704,297459.8559,240825950.4,0.22
Merced,Orchards,194494.264,724829.6124,925341630.7,185212.5029,672885.3832,880589250.3,0.22
Merced,Rice,1462.320105,7068.737814,3983054.862,1327.424896,6256.248528,3615628.459,0.22
Merced,Vegetables,52913.95304,140207.9096,534468003,48866.25751,127167.2146,511187509.2,0.22
Merced,Vineyards,13065.67275,40483.78469,76261293.59,12944.46041,39105.5045,75553805.37,0.22
Modoc,Alfalfa and pasture,142320.9292,500260.2031,239600307.5,111291.9943,387322.0143,187112183.3,0.22
Modoc,Field and grain,27043.29414,31619.20471,21521785.26,21556.27951,24597.87424,17163454.49,0.22
Modoc,Orchards,23.52404065,78.28192401,66512.10541,22.97801165,74.55325797,64968.2576,0.22
Modoc,Rice,2348.147321,10647.38703,5816493.02,2169.789635,9592.679658,5374690.996,0.22
Modoc,Vegetables,4249.156657,10048.30355,20716420.74,4112.145216,9477.578304,20048138.52,0.22
Modoc,Vineyards,11.97948202,26.87378545,33898.42838,11.84077529,25.8985564,33505.92893,0.22
Mono,Alfalfa and pasture,41978.88771,178461.1651,32717594.31,33354.44059,139067.6762,27517032.54,0.22
Mono,Field and grain,536.3885823,825.4528204,395687.3524,511.0315591,766.769913,376981.7839,0.22
Mono,Vineyards,13.74318799,47.22416791,62791.46334,13.7155213,45.95087204,62665.05659,0.22
Monterey,Alfalfa and pasture,2967.28172,12268.65559,571309.1409,30.43365867,122.6865547,5859.580933,0.22
Monterey,Field and grain,13564.38516,11558.78241,3401774.241,139.1218994,115.587823,34889.99228,0.22
Monterey,Orchards,2104.105989,5538.002359,26484624.77,1649.828905,4201.3318,24708389.39,0.22
Monterey,Vegetables,148628.8891,163736.3574,2721491774,133556.2715,143362.1368,2448283808,0.22
Monterey,Vineyards,52090.08734,127994.2198,260136329.6,42848.18209,102653.1508,213982532.7,0.22
Napa,Alfalfa and pasture,851.9619408,3065.150016,616463.2661,8.738071127,30.65149986,6322.70012,0.22
Napa,Field and grain,1303.101757,599.6567053,514427.1329,13.36514623,5.996566996,5276.175724,0.22
Napa,Orchards,325.8517173,893.3298869,991577.8777,3.342068863,8.933298784,10170.02943,0.22
Napa,Vegetables,23.45711765,34.14110461,277195.1934,0.240585814,0.341411036,2843.027532,0.22
Napa,Vineyards,44729.90451,113094.1674,879087506.2,37218.32977,91749.50453,731460732.1,0.22
Nevada,Alfalfa and pasture,3401.132977,13487.50945,3607662.002,2643.708081,10221.77364,2804243.542,0.22
Nevada,Field and grain,56.82569365,44.83903185,38225.73535,51.17619029,39.37168881,34425.40479,0.22
Nevada,Orchards,58.11365312,191.9904508,188302.3483,57.30406854,184.580895,185683.4445,0.22
Nevada,Vegetables,82.80630109,220.4498107,173482.3927,79.14180134,205.4266989,165805.1244,0.22
Nevada,Vineyards,447.096224,1190.058967,2210794.155,444.676727,1154.028384,2198830.265,0.22
Orange,Alfalfa and pasture,6.93670503,39.29595966,77441.97037,6.502362606,35.91455318,72592.93426,0.22
Orange,Field and grain,808.4191514,2140.463525,905619.6472,160.5896861,535.7335599,246615.5205,0.22
Orange,Orchards,1536.950762,5037.6517,18897636.62,1527.213296,4880.591853,18777909.24,0.22
Orange,Vegetables,1228.833191,2204.007018,6661159.285,1082.095063,1896.466306,6051917.109,0.22
Placer,Alfalfa and pasture,11105.90815,43854.04837,9310138.462,5802.994056,22319.15164,4920109.388,0.22
Placer,Field and grain,5089.507961,4441.829575,3651728.84,4522.478352,3842.858415,3243069.216,0.22
Placer,Orchards,7059.554198,24177.14116,19329326.28,6731.492024,22441.59618,18600052.83,0.22
Placer,Rice,12340.31508,55955.65047,30259953.55,11600.53065,51286.15818,28445912.16,0.22
Placer,Vegetables,379.6313892,1008.719719,796296.9925,360.6705722,934.3356625,756548.1522,0.22
Placer,Vineyards,270.8750127,721.001924,1608390.48,269.5141592,699.4451717,1600310.06,0.22
Plumas,Alfalfa and pasture,38632.69594,151257.3279,40504555.82,30654.86355,117744.4513,32344328.81,0.22
Plumas,Field and grain,2249.350557,1774.878489,1447306.73,2086.570468,1605.273911,1342568.623,0.22
Plumas,Orchards,9.32000796,31.01457636,27920.11774,9.21668962,29.90399042,27610.6051,0.22
Plumas,Vegetables,22.6974171,60.42585211,43789.23629,21.88848104,56.81546706,42228.58768,0.22
Riverside,Alfalfa and pasture,58944.40976,384412.9061,168027808.8,38977.80579,252720.2724,126654416.4,0.22
Riverside,Field and grain,28852.70526,74890.78793,52466069.44,22345.67721,59395.66071,47541711.45,0.22
Riverside,Orchards,32744.14315,161790.9475,359959042.8,32588.45411,156994.621,358255659.7,0.22
Riverside,Vegetables,28529.35583,49425.26102,256924944.7,28263.66599,47532.57872,254925970,0.22
Riverside,Vineyards,8812.126523,33230.85028,175617014.5,8780.135275,32282.45454,174979460.4,0.22
Sacramento,Alfalfa and pasture,39065.09079,158835.5442,62835093.22,25248.43658,102138.1756,41183141.67,0.22
Sacramento,Field and grain,50650.05351,87310.48757,42118433.22,37675.80342,59385.49431,31476434.98,0.22
Sacramento,Orchards,12625.04169,43132.18752,37916551.18,12173.37919,40511.61715,36554936.6,0.22
Sacramento,Rice,8613.964389,39070.52979,18111363.5,7707.35692,34084.4516,16205168.32,0.22
Sacramento,Vegetables,5252.792758,13289.12278,14406194.71,4109.137137,10267.07722,11910509.46,0.22
Sacramento,Vineyards,36667.75441,107217.9102,213832527.3,36381.26364,103720.6942,212161821.1,0.22
San Benito,Alfalfa and pasture,7795.394893,32753.08686,9262555.371,4397.223072,18014.76123,5223700.977,0.22
San Benito,Field and grain,9094.670383,7943.407098,6353466.186,7968.804143,6615.482651,5583082.544,0.22
San Benito,Orchards,2765.967648,7492.158988,7334010.99,2544.176801,6717.171255,7098222.808,0.22
San Benito,Vegetables,20122.15066,23191.61808,170114921.1,19779.65929,22218.32829,167291545.2,0.22
San Benito,Vineyards,4502.783032,11064.1051,39076238.36,4483.318363,10740.87006,38907319.26,0.22
San Bernardino,Alfalfa and pasture,9795.145272,59057.59364,36471746.87,6940.721784,40954.27584,31187561.97,0.22
San Bernardino,Field and grain,3687.775415,9851.248179,4272729.95,3252.742736,8596.730511,3844421.463,0.22
San Bernardino,Orchards,5049.463028,19958.17604,32542371.28,4980.974438,19160.58205,32323995.99,0.22
San Bernardino,Vegetables,1112.055923,1945.783165,9043360.695,1103.712906,1882.910325,8975521.46,0.22
San Bernardino,Vineyards,451.8493137,1324.068776,584814.911,445.3016299,1272.259825,576340.4417,0.22
San Diego,Alfalfa and pasture,2096.721939,11794.29295,23789594.57,867.5452492,4790.884918,10258661.05,0.22
San Diego,Field and grain,1307.380391,1649.984919,381108.4397,13.40902964,16.49984902,3908.804507,0.22
San Diego,Orchards,25244.21065,87157.91917,273874947.4,23516.2582,79450.70741,257138243.8,0.22
San Diego,Vegetables,6925.096636,12251.19368,90027646.64,3235.90322,5751.23342,52432771.19,0.22
San Diego,Vineyards,893.4116434,2576.208765,3699905.17,9.163196347,25.7620874,37947.74535,0.22
San Joaquin,Alfalfa and pasture,58853.60338,251033.5964,102743698.1,11563.62949,50145.57211,17872988.47,0.22
San Joaquin,Field and grain,97494.06245,181569.9277,120610569.6,74460.15871,129079.2778,90861999.45,0.22
San Joaquin,Orchards,188470.0079,676701.2283,925145301.7,181185.4535,633929.3676,887042682.2,0.22
San Joaquin,Rice,4199.983494,20302.38252,11439878.74,3664.72048,17272.08988,9981933.969,0.22
San Joaquin,Vegetables,40312.3129,94941.83744,335024136.7,33602.48664,77534.17604,311284801.9,0.22
San Joaquin,Vineyards,84121.52079,260649.2295,413514994.8,82917.0007,250494.1141,407593952,0.22
San Luis Obispo,Alfalfa and pasture,4175.055428,17116.47635,2791468.61,42.82108131,171.1647618,28630.44728,0.22
San Luis Obispo,Field and grain,22338.36094,20838.04322,13539705.37,7147.018741,5942.104604,4236014.993,0.22
San Luis Obispo,Orchards,12740.53289,35745.14729,115011516.8,10019.45836,27401.75049,110084080.3,0.22
San Luis Obispo,Vegetables,21148.34931,24875.20879,380590431.3,20509.01626,23373.296,371629874.7,0.22
San Luis Obispo,Vineyards,45785.43036,112502.6034,320629752.6,44976.52855,107752.1179,314965112.4,0.22
San Mateo,Alfalfa and pasture,1365.49182,4661.806272,1456884.332,848.052003,2822.878686,904812.213,0.22
San Mateo,Field and grain,1545.982856,721.3807367,790356.8825,1670.704183,760.0882758,854118.4947,0.22
San Mateo,Orchards,41.23339039,121.9145898,254497.6219,40.56106209,116.9106349,250282.7766,0.22
San Mateo,Vegetables,2124.491839,2780.822371,24990212.23,2107.246048,2686.561488,24804504.95,0.22
San Mateo,Vineyards,158.7595692,398.4593589,1613469.874,158.302743,387.3799793,1608827.159,0.22
Santa Barbara,Alfalfa and pasture,4363.550687,18046.78546,2741519.451,44.75436602,180.4678528,28118.14822,0.22
Santa Barbara,Field and grain,7516.574984,6722.91509,4910861.902,77.09307691,67.22915022,50367.81448,0.22
Santa Barbara,Orchards,10176.73411,27236.86415,114649211,9239.760151,23929.24061,110086258.5,0.22
Santa Barbara,Vegetables,56973.2354,63781.12175,807703782,52682.51305,57056.34243,757395893,0.22
Santa Barbara,Vineyards,22545.19644,55397.38893,189791619.9,21826.6819,52291.07885,183742968.3,0.22
Santa Clara,Alfalfa and pasture,819.3710192,3050.203519,1153008.532,8.403805325,30.50203488,11825.72854,0.22
Santa Clara,Field and grain,5314.997094,4929.644159,7249790.598,2783.334548,2924.972198,5818684.183,0.22
Santa Clara,Orchards,2428.012907,6916.641933,16115765.35,2304.403417,6400.751269,15298633.71,0.22
Santa Clara,Vegetables,9612.523839,12076.46516,108179883.9,9091.327389,10971.6933,103250383.5,0.22
Santa Clara,Vineyards,1572.17743,3888.038621,11882715.42,1552.609817,3743.656148,11734820.93,0.22
Santa Cruz,Alfalfa and pasture,861.4954444,3605.049418,1051565.018,8.835850709,36.05049381,10785.28223,0.22
